pkid,method,layers,culled_depth,num_params
0,PenaltySolver,5,40,10
0,PenaltySolver,5,40,10
0,PenaltySolver,5,40,10
0,PenaltySolver,5,40,10
0,PenaltySolver,5,40,10
0,PenaltySolver,5,40,10
0,PenaltySolver,5,40,10
0,PenaltySolver,5,40,10
0,PenaltySolver,5,40,10
0,PenaltySolver,5,40,10
1,PenaltySolver,5,64,10
1,PenaltySolver,5,64,10
1,PenaltySolver,5,64,10
1,PenaltySolver,5,64,10
1,PenaltySolver,5,64,10
1,PenaltySolver,5,64,10
1,PenaltySolver,5,64,10
1,PenaltySolver,5,64,10
1,PenaltySolver,5,64,10
1,PenaltySolver,5,64,10
2,PenaltySolver,5,140,10
2,PenaltySolver,5,132,10
2,PenaltySolver,5,132,10
2,PenaltySolver,5,140,10
2,PenaltySolver,5,132,10
2,PenaltySolver,5,132,10
2,PenaltySolver,5,140,10
2,PenaltySolver,5,132,10
2,PenaltySolver,5,132,10
2,PenaltySolver,5,140,10
3,PenaltySolver,5,152,10
3,PenaltySolver,5,162,10
3,PenaltySolver,5,162,10
3,PenaltySolver,5,152,10
3,PenaltySolver,5,162,10
3,PenaltySolver,5,162,10
3,PenaltySolver,5,152,10
3,PenaltySolver,5,162,10
3,PenaltySolver,5,162,10
3,PenaltySolver,5,152,10
4,PenaltySolver,5,80,10
4,PenaltySolver,5,72,10
4,PenaltySolver,5,72,10
4,PenaltySolver,5,80,10
4,PenaltySolver,5,90,10
4,PenaltySolver,5,80,10
4,PenaltySolver,5,90,10
4,PenaltySolver,5,90,10
4,PenaltySolver,5,90,10
4,PenaltySolver,5,72,10
5,PenaltySolver,5,150,10
5,PenaltySolver,5,140,10
5,PenaltySolver,5,134,10
5,PenaltySolver,5,150,10
5,PenaltySolver,5,140,10
5,PenaltySolver,5,140,10
5,PenaltySolver,5,140,10
5,PenaltySolver,5,140,10
5,PenaltySolver,5,150,10
5,PenaltySolver,5,140,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
3,CyclicSolver,5,260,10
3,CyclicSolver,5,240,10
3,CyclicSolver,5,240,10
3,CyclicSolver,5,260,10
3,CyclicSolver,5,240,10
3,CyclicSolver,5,240,10
3,CyclicSolver,5,260,10
3,CyclicSolver,5,240,10
3,CyclicSolver,5,240,10
3,CyclicSolver,5,260,10
4,CyclicSolver,5,135,10
4,CyclicSolver,5,135,10
4,CyclicSolver,5,135,10
4,CyclicSolver,5,135,10
4,CyclicSolver,5,145,10
4,CyclicSolver,5,135,10
4,CyclicSolver,5,145,10
4,CyclicSolver,5,145,10
4,CyclicSolver,5,145,10
4,CyclicSolver,5,135,10
5,CyclicSolver,5,210,10
5,CyclicSolver,5,200,10
5,CyclicSolver,5,194,10
5,CyclicSolver,5,194,10
5,CyclicSolver,5,182,10
5,CyclicSolver,5,200,10
5,CyclicSolver,5,200,10
5,CyclicSolver,5,190,10
5,CyclicSolver,5,210,10
5,CyclicSolver,5,200,10
0,HeaSolver,5,30,90
0,HeaSolver,5,30,90
0,HeaSolver,5,30,90
0,HeaSolver,5,30,90
0,HeaSolver,5,30,90
0,HeaSolver,5,30,90
0,HeaSolver,5,30,90
0,HeaSolver,5,30,90
0,HeaSolver,5,30,90
0,HeaSolver,5,30,90
1,HeaSolver,5,75,225
1,HeaSolver,5,75,225
1,HeaSolver,5,75,225
1,HeaSolver,5,75,225
1,HeaSolver,5,75,225
1,HeaSolver,5,75,225
1,HeaSolver,5,75,225
1,HeaSolver,5,75,225
1,HeaSolver,5,75,225
1,HeaSolver,5,75,225
2,HeaSolver,5,60,180
2,HeaSolver,5,60,180
2,HeaSolver,5,60,180
2,HeaSolver,5,60,180
2,HeaSolver,5,60,180
2,HeaSolver,5,60,180
2,HeaSolver,5,60,180
2,HeaSolver,5,60,180
2,HeaSolver,5,60,180
2,HeaSolver,5,60,180
3,HeaSolver,5,75,225
3,HeaSolver,5,75,225
3,HeaSolver,5,75,225
3,HeaSolver,5,75,225
3,HeaSolver,5,75,225
3,HeaSolver,5,75,225
3,HeaSolver,5,75,225
3,HeaSolver,5,75,225
3,HeaSolver,5,75,225
3,HeaSolver,5,75,225
4,HeaSolver,5,40,120
4,HeaSolver,5,40,120
4,HeaSolver,5,40,120
4,HeaSolver,5,40,120
4,HeaSolver,5,40,120
4,HeaSolver,5,40,120
4,HeaSolver,5,40,120
4,HeaSolver,5,40,120
4,HeaSolver,5,40,120
4,HeaSolver,5,40,120
5,HeaSolver,5,90,270
5,HeaSolver,5,90,270
5,HeaSolver,5,90,270
5,HeaSolver,5,90,270
5,HeaSolver,5,90,270
5,HeaSolver,5,90,270
5,HeaSolver,5,90,270
5,HeaSolver,5,90,270
5,HeaSolver,5,90,270
5,HeaSolver,5,90,270
0,ChocoSolver,1,44,2
0,ChocoSolver,1,44,2
0,ChocoSolver,1,44,2
0,ChocoSolver,1,44,2
0,ChocoSolver,1,44,2
0,ChocoSolver,1,44,2
0,ChocoSolver,1,44,2
0,ChocoSolver,1,44,2
0,ChocoSolver,1,44,2
0,ChocoSolver,1,44,2
1,ChocoSolver,1,172,2
1,ChocoSolver,1,172,2
1,ChocoSolver,1,172,2
1,ChocoSolver,1,172,2
1,ChocoSolver,1,172,2
1,ChocoSolver,1,172,2
1,ChocoSolver,1,172,2
1,ChocoSolver,1,172,2
1,ChocoSolver,1,172,2
1,ChocoSolver,1,172,2
2,ChocoSolver,1,167,2
2,ChocoSolver,1,167,2
2,ChocoSolver,1,168,2
2,ChocoSolver,1,167,2
2,ChocoSolver,1,167,2
2,ChocoSolver,1,168,2
2,ChocoSolver,1,167,2
2,ChocoSolver,1,167,2
2,ChocoSolver,1,168,2
2,ChocoSolver,1,167,2
3,ChocoSolver,1,129,2
3,ChocoSolver,1,131,2
3,ChocoSolver,1,181,2
3,ChocoSolver,1,129,2
3,ChocoSolver,1,131,2
3,ChocoSolver,1,181,2
3,ChocoSolver,1,129,2
3,ChocoSolver,1,131,2
3,ChocoSolver,1,181,2
3,ChocoSolver,1,129,2
4,ChocoSolver,1,114,2
4,ChocoSolver,1,114,2
4,ChocoSolver,1,114,2
4,ChocoSolver,1,114,2
4,ChocoSolver,1,115,2
4,ChocoSolver,1,114,2
4,ChocoSolver,1,116,2
4,ChocoSolver,1,115,2
4,ChocoSolver,1,116,2
4,ChocoSolver,1,113,2
5,ChocoSolver,1,386,2
5,ChocoSolver,1,384,2
5,ChocoSolver,1,386,2
5,ChocoSolver,1,385,2
5,ChocoSolver,1,381,2
5,ChocoSolver,1,384,2
5,ChocoSolver,1,384,2
5,ChocoSolver,1,382,2
5,ChocoSolver,1,385,2
5,ChocoSolver,1,384,2
